athlete_id,sex,age,height_cm,weight_kg,decision_ms,attention,upper_watts,grip_kg,plank_sec,agility_ms,years_exp,exp_dinghy,exp_keel,starts,penalties,score_basustu,score_direkdibi,score_piyano,score_trim1,score_trim2,score_anayelken,score_dumen,label_basustu,label_direkdibi,label_piyano,label_trim1,label_trim2,label_anayelken,label_dumen
A122,F,18,167,50,341,0.66,522,32,133,4334,1,1,1,29,2,0.7243319554436051,0.6100840587185825,0.4208142191166453,0.5267224852114919,0.5290223066125026,0.5205992958635727,0.49504080780402504,1,1,0,0,0,0,0
A123,F,18,184,68,437,0.61,339,27,62,4659,3,1,0,77,5,0.3979405296383618,0.15460475444503663,0.35072402562545574,0.36146421142927143,0.36711230606837114,0.2371215505112914,0.4084685908527435,0,0,0,0,0,0,0
A124,M,21,164,87,374,0.78,550,54,138,5008,2,1,1,28,3,0.5721283347650719,0.7547746119240024,0.5314542274440871,0.5409177151600248,0.5223872212802345,0.6106261736545127,0.5571440269510326,0,1,0,0,0,1,0
A125,M,27,176,77,605,0.86,325,38,122,4620,8,1,0,19,0,0.6254682035374517,0.3535927934885076,0.6136482522731842,0.6682782024247049,0.7035445711647657,0.4749467397436197,0.537080526774901,1,0,1,1,1,0,0
A126,M,33,167,58,500,0.88,398,39,133,4468,8,0,0,27,1,0.7484916616363311,0.47820820289531996,0.7174600384917753,0.7759806047383954,0.7996305873490875,0.6160141867525512,0.6697593698690931,1,0,1,1,1,1,1
A127,F,34,174,59,596,0.63,543,25,106,5500,1,1,0,22,4,0.15056626503083761,0.44203710749381886,0.13199822409165085,0.11530599067898112,0.11466546623067667,0.31952274318772894,0.13031553181356414,0,0,0,0,0,0,0
A128,M,28,171,73,595,0.81,571,36,132,5582,7,0,0,13,4,0.28199069834615487,0.5841437652649546,0.46754718169700366,0.4252752223403284,0.4212618444137923,0.6114587624260571,0.4099489377552322,0,0,0,0,0,1,0
A129,M,32,189,75,551,0.83,498,47,112,5128,7,0,0,15,1,0.4496518983186822,0.6235244276718281,0.578914181981717,0.5840592423715052,0.5904362457263426,0.62839020050591,0.5297816571229726,0,1,0,0,0,1,0
A130,F,33,170,57,486,0.69,386,54,75,5437,8,0,0,51,0,0.243744064733678,0.4651032258268021,0.5704523238557624,0.512584486115624,0.49601217444858114,0.5109666351592402,0.5868089292950093,0,0,0,0,0,0,0
A131,M,24,170,54,610,0.91,450,49,147,4561,6,1,1,16,3,0.6900346391545463,0.6053625326958998,0.560101096056195,0.6178920686207601,0.6563010472070328,0.5312769155890137,0.4662361298040698,1,1,0,1,1,0,0
A132,F,18,175,62,348,0.69,526,51,143,5408,8,0,1,33,3,0.4122986568692949,0.6680238928123646,0.6115126149243296,0.5813701961133445,0.5428546595711748,0.6971099439128208,0.6740230665172683,0,1,1,0,0,1,1
A133,M,25,182,71,375,0.62,495,49,89,5413,3,1,1,58,1,0.27858102778269395,0.5922780961081053,0.4544919814542726,0.4009168832042017,0.366720931622048,0.5117837616557224,0.529847332644434,0,0,0,0,0,0,0
A134,M,31,163,83,495,0.77,415,55,72,5326,4,1,1,43,2,0.3021922227811323,0.4901737132143503,0.5062830958443675,0.45974405175300803,0.44901608440805185,0.4514077553459437,0.4946296679169334,0,0,0,0,0,0,0
A135,M,19,180,74,386,0.82,453,31,124,4601,6,1,1,14,0,0.7196663971581072,0.5010032152606283,0.6962518635518516,0.7661168738025064,0.7655039367514276,0.6779418834565041,0.7054282851714516,1,0,1,1,1,1,1
A136,F,34,177,72,607,0.68,324,36,127,5133,3,1,0,10,0,0.3600015936145397,0.3010280100666065,0.277938849939376,0.3126917713910086,0.32823785803360495,0.2350815502084008,0.2569522279442433,0,0,0,0,0,0,0
A137,F,19,161,90,537,0.71,335,51,119,4436,8,0,0,53,2,0.60162546077594,0.4459991339147188,0.5190545526942066,0.5727554157012635,0.6038436666078695,0.403622329144139,0.5121043019657509,1,0,0,0,1,0,0
A138,F,25,189,70,347,0.78,557,49,66,5361,3,1,1,15,2,0.361574171272005,0.6557335255354189,0.5781285773735658,0.5637601017733633,0.5269147140985405,0.6775448218060056,0.6128484772149291,0,1,0,0,0,1,1
A139,M,23,167,52,428,0.88,372,47,115,4724,8,1,0,41,6,0.632374372872029,0.3801425625249858,0.713246292987114,0.7228244844902312,0.7244265147134192,0.5541290597829707,0.6896258919228795,1,0,1,1,1,0,1
A140,M,34,162,57,559,0.84,592,47,109,5247,2,1,0,27,2,0.4012538658285888,0.7398742579623537,0.45771226830459044,0.43112239668968666,0.43418512075546734,0.5841977057349935,0.4027791581713398,0,1,0,0,0,0,0
A141,F,22,172,95,547,0.67,614,22,159,4425,6,0,1,73,4,0.6261788695976794,0.6576929363159213,0.41063704252270955,0.44485094885104703,0.47804146401614744,0.575243868305513,0.4128423101498513,1,1,0,0,0,0,0
A142,F,23,170,88,588,0.68,407,43,144,4768,3,0,0,19,1,0.5041652731802965,0.5082473052461532,0.28932063306284983,0.35471827272774437,0.3813560619703543,0.3163978862472515,0.2746885261178632,0,0,0,0,0,0,0
A143,M,35,186,88,593,0.77,600,44,89,5430,8,0,0,68,3,0.24098315869557008,0.6815518799863719,0.5414604136204763,0.44894055681694833,0.4505348730285444,0.6592577423549253,0.4970310659607102,0,1,0,0,0,1,0
A144,M,32,167,71,369,0.85,340,46,98,4871,0,1,1,62,4,0.585102725748195,0.33068493594041243,0.5914766084991904,0.5601238903352446,0.5461130227312065,0.37530056380869947,0.5969636488771651,0,0,0,0,0,0,0
A145,M,18,168,94,618,0.8,429,29,122,4478,0,0,0,49,3,0.600856159602635,0.4067873716878403,0.3276942278342335,0.3678122730693054,0.4108037667371174,0.28560040278838383,0.2655286761904145,1,0,0,0,0,0,0
A146,M,19,169,60,544,0.76,455,55,86,4526,8,1,0,20,6,0.5119512284397553,0.559564155256332,0.45662794846441573,0.5365557849014585,0.5652962306404601,0.48681105937590574,0.4317115606610501,0,0,0,0,0,0,0
A147,M,26,188,72,343,0.79,493,36,172,5037,2,1,0,58,0,0.6674877072360308,0.6071146727213924,0.6588520003829517,0.6228113529586219,0.5979632143888354,0.62905031574434,0.6917846928762166,1,1,1,1,0,1,1
A148,F,26,189,65,324,0.84,353,23,149,5190,2,1,0,39,5,0.5797698794859055,0.1780890701595152,0.6204167788426449,0.5842956010977436,0.5502889696627793,0.4458403959896676,0.6440789864348839,0,0,1,0,0,0,1
A149,M,32,175,77,618,0.77,610,33,142,5187,0,0,1,18,0,0.41926873370181894,0.727543977927351,0.3029898360371135,0.3065363740089746,0.3218109012968239,0.5028093069475965,0.2501992843639976,0,1,0,0,0,0,0
A150,M,29,170,84,422,0.89,601,39,73,4430,5,1,1,58,0,0.7123947990751792,0.7598409488342075,0.777173488326315,0.7966962694104919,0.8087883093350245,0.8246664102844898,0.7524347762350503,1,1,1,1,1,1,1
